Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Label
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_490.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_491.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_492.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_493.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_494.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_485.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_486.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_487.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_488.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_489.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_480.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_481.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_482.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_483.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_484.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_475.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_476.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_477.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_478.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_479.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_470.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_471.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_472.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_473.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_474.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_465.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_466.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_467.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_468.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_469.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_460.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_461.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_462.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_463.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_464.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_455.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_456.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_457.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_458.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_459.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_450.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_451.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_452.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_453.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_454.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_445.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_446.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_447.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_448.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_449.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_440.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_441.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_442.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_443.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_444.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_435.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_436.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_437.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_438.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_439.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_430.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_431.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_432.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_433.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_434.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_425.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_426.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_427.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_428.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_429.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_420.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_421.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_422.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_423.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_424.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_415.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_416.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_417.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_418.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_419.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_410.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_411.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_412.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_413.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_414.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_405.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_406.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_407.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_408.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_409.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_400.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_401.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_402.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_403.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_404.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_395.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_396.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_397.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_398.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_399.png,1
data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_390.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_391.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_392.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_393.png,data_handling/data/phantom/phantom_frames/Patient_001/Sequence_001/frame_394.png,1
